,en,es,ar,cs,de,id,ko,ja,lv,nl,it
61,"[0.5696989893913269, 0.1565423607826233, 0.08202878385782242, 0.06377007067203522, 0.058117881417274475, 0.048192307353019714, 0.02164965122938156]","[0.4142056405544281, 0.13159330189228058, 0.1300671249628067, 0.11966929584741592, 0.1006896123290062, 0.08576890081167221, 0.018006090074777603]","[0.3801495134830475, 0.1589997261762619, 0.1573808342218399, 0.11592887341976166, 0.10709844529628754, 0.07498720288276672, 0.00545537518337369]","[0.6202297806739807, 0.07792162150144577, 0.06475411355495453, 0.06391656398773193, 0.06315203756093979, 0.06052070111036301, 0.04950515925884247]","[0.5105932950973511, 0.12149150669574738, 0.10093807429075241, 0.1003507673740387, 0.08235882967710495, 0.06109745427966118, 0.02317008189857006]","[0.3040061891078949, 0.18469758331775665, 0.18355359137058258, 0.1372799426317215, 0.10708679258823395, 0.07677557319402695, 0.006600336171686649]","[0.3427387773990631, 0.19708408415317535, 0.14756271243095398, 0.12018406391143799, 0.10659432411193848, 0.08333858847618103, 0.0024975042324513197]","[0.34748926758766174, 0.16657713055610657, 0.15921981632709503, 0.14962254464626312, 0.0924515500664711, 0.0799519494175911, 0.004687730688601732]","[0.5230908393859863, 0.13693013787269592, 0.10171979665756226, 0.09576728194952011, 0.06856264919042587, 0.0650944635272026, 0.008834867738187313]","[0.3513581156730652, 0.17531529068946838, 0.16507698595523834, 0.13637015223503113, 0.09553457796573639, 0.06586755067110062, 0.010477387346327305]","[0.43990808725357056, 0.13640251755714417, 0.12183649092912674, 0.1036573052406311, 0.08431877940893173, 0.07755255699157715, 0.03632427752017975]"
62,"[0.37148746848106384, 0.26824840903282166, 0.12894941866397858, 0.09044327586889267, 0.0833936259150505, 0.057477839291095734]","[0.3887977600097656, 0.21384866535663605, 0.1701037734746933, 0.10751140862703323, 0.06426678597927094, 0.05547163635492325]","[0.4315750002861023, 0.21833893656730652, 0.14571860432624817, 0.08725469559431076, 0.08444450795650482, 0.03266831487417221]","[0.2940542995929718, 0.22048678994178772, 0.2175583839416504, 0.11807379871606827, 0.11377657204866409, 0.036050159484148026]","[0.3555343449115753, 0.24510321021080017, 0.15864643454551697, 0.10828252136707306, 0.08198364824056625, 0.050449829548597336]","[0.4253305196762085, 0.21943742036819458, 0.1394532471895218, 0.09350678324699402, 0.08383005857467651, 0.03844188526272774]","[0.3882371187210083, 0.20921222865581512, 0.16831080615520477, 0.11220302432775497, 0.062161967158317566, 0.05987494811415672]","[0.38828662037849426, 0.18767470121383667, 0.15425366163253784, 0.13327522575855255, 0.09389003366231918, 0.042619794607162476]","[0.29835906624794006, 0.21503117680549622, 0.17547589540481567, 0.13684791326522827, 0.13070839643478394, 0.04357754811644554]","[0.3935680687427521, 0.18919330835342407, 0.18436913192272186, 0.11627871543169022, 0.0963083878159523, 0.020282335579395294]","[0.33185967803001404, 0.2508711516857147, 0.1692226082086563, 0.0936962366104126, 0.08625974506139755, 0.06809055060148239]"
63,"[0.32156839966773987, 0.18341383337974548, 0.1288791298866272, 0.11084738373756409, 0.10397757589817047, 0.0990937352180481, 0.052219972014427185]","[0.4670654833316803, 0.20293769240379333, 0.13322807848453522, 0.08805090188980103, 0.05619356408715248, 0.030464917421340942, 0.022059401497244835]","[0.41527867317199707, 0.19374215602874756, 0.19117425382137299, 0.08446542918682098, 0.055281687527894974, 0.038235943764448166, 0.021821845322847366]","[0.5444561243057251, 0.1712397038936615, 0.08477335423231125, 0.0756087377667427, 0.06299556791782379, 0.03785879164934158, 0.023067742586135864]","[0.35694393515586853, 0.23938429355621338, 0.12916868925094604, 0.11091287434101105, 0.07914929836988449, 0.05533970519900322, 0.029101189225912094]","[0.4703560471534729, 0.1878778487443924, 0.1856718361377716, 0.06332722306251526, 0.03998205065727234, 0.03228382393717766, 0.0205011498183012]","[0.2914111018180847, 0.2448550909757614, 0.19985270500183105, 0.10744467377662659, 0.06599681824445724, 0.06298817694187164, 0.027451472356915474]","[0.5242599248886108, 0.15015944838523865, 0.09940582513809204, 0.07812273502349854, 0.06760391592979431, 0.04547529295086861, 0.03497285395860672]","[0.42006081342697144, 0.20844334363937378, 0.15922285616397858, 0.08043912798166275, 0.055638160556554794, 0.05361447483301163, 0.022581225261092186]","[0.3961111009120941, 0.18206475675106049, 0.12459898740053177, 0.10595909506082535, 0.08293569833040237, 0.061746418476104736, 0.046583980321884155]","[0.4777196943759918, 0.18128181993961334, 0.15984706580638885, 0.07328221201896667, 0.05187880992889404, 0.03669150918722153, 0.01929890550673008]"
64,"[0.6803966164588928, 0.20359115302562714, 0.0453680157661438, 0.033458784222602844, 0.03227294608950615, 0.004912443924695253]","[0.7098798751831055, 0.10628398507833481, 0.05918963626027107, 0.05077684670686722, 0.0432940311729908, 0.030575623735785484]","[0.7394564747810364, 0.12411639094352722, 0.05005224049091339, 0.04346756264567375, 0.03760921582579613, 0.005298166070133448]","[0.7326995134353638, 0.1584922969341278, 0.04337754845619202, 0.027781730517745018, 0.024655280634760857, 0.0129937082529068]","[0.7660244107246399, 0.10578886419534683, 0.04459524154663086, 0.03781873360276222, 0.025411371141672134, 0.020361382514238358]","[0.7098574042320251, 0.09259994328022003, 0.059912871569395065, 0.05257600545883179, 0.04625740274786949, 0.03879644349217415]","[0.7345302104949951, 0.08193608373403549, 0.07485572248697281, 0.06122202426195145, 0.04292695224285126, 0.004529022146016359]","[0.7010522484779358, 0.1254626363515854, 0.061642810702323914, 0.06030726805329323, 0.03242436423897743, 0.019110681489109993]","[0.669141411781311, 0.15106630325317383, 0.06127671152353287, 0.05797917768359184, 0.03925162926316261, 0.021284766495227814]","[0.7823507785797119, 0.08951088041067123, 0.05075406655669212, 0.04011915251612663, 0.02485380880534649, 0.012411265634000301]","[0.39952462911605835, 0.2486116588115692, 0.1677602231502533, 0.08040523529052734, 0.06957875192165375, 0.03411946818232536]"
65,"[0.6986004114151001, 0.10048391669988632, 0.05687713995575905, 0.053773317486047745, 0.04892022907733917, 0.04134500026702881]","[0.47022712230682373, 0.28868746757507324, 0.10608252882957458, 0.05463400483131409, 0.04693657159805298, 0.03343237191438675]","[0.42512255907058716, 0.2567669749259949, 0.11534497886896133, 0.08492037653923035, 0.06698185950517654, 0.05086321383714676]","[0.4761272072792053, 0.3038099706172943, 0.09218350797891617, 0.04886387661099434, 0.04431955888867378, 0.034695837646722794]","[0.5026826858520508, 0.3352243900299072, 0.05855598673224449, 0.041508082300424576, 0.03228841349482536, 0.029740456491708755]","[0.37137851119041443, 0.34990042448043823, 0.11151187866926193, 0.07957813143730164, 0.05628674849867821, 0.03134428337216377]","[0.43880409002304077, 0.34775081276893616, 0.08038444817066193, 0.052215855568647385, 0.04410084709525108, 0.036743976175785065]","[0.652414083480835, 0.23433120548725128, 0.03552200272679329, 0.029643364250659943, 0.025337813422083855, 0.022751538082957268]","[0.40365344285964966, 0.3745694160461426, 0.10338401794433594, 0.05848666653037071, 0.03133208677172661, 0.028574425727128983]","[0.4905577600002289, 0.3498590290546417, 0.07755683362483978, 0.03739121928811073, 0.029059775173664093, 0.01557537354528904]","[0.47654324769973755, 0.3304288685321808, 0.05943945422768593, 0.05788766220211983, 0.040932126343250275, 0.034768570214509964]"
66,"[0.3173907995223999, 0.17321167886257172, 0.16695837676525116, 0.1491241157054901, 0.14024916291236877, 0.053065866231918335]","[0.5242218971252441, 0.1592693030834198, 0.14328202605247498, 0.08722561597824097, 0.055862948298454285, 0.030138272792100906]","[0.4108988642692566, 0.19651302695274353, 0.14060313999652863, 0.1097676157951355, 0.07891350239515305, 0.06330382823944092]","[0.33225637674331665, 0.31020867824554443, 0.14973869919776917, 0.09409128129482269, 0.06155499070882797, 0.052149996161460876]","[0.44954895973205566, 0.19709156453609467, 0.1426120102405548, 0.12676627933979034, 0.04515945166349411, 0.03882165998220444]","[0.32592397928237915, 0.2551150918006897, 0.1858844757080078, 0.12799276411533356, 0.057374052703380585, 0.047709591686725616]","[0.252623975276947, 0.21226176619529724, 0.1967405527830124, 0.16345040500164032, 0.08764152228832245, 0.08728177845478058]","[0.37365588545799255, 0.183360755443573, 0.16461576521396637, 0.15345165133476257, 0.07411419600248337, 0.05080171674489975]","[0.34481996297836304, 0.3020804822444916, 0.16847065091133118, 0.07935512065887451, 0.062049396336078644, 0.04322440177202225]","[0.4986545145511627, 0.1961783915758133, 0.13542461395263672, 0.09939268976449966, 0.04181697964668274, 0.028532858937978745]","[0.5595324039459229, 0.15453685820102692, 0.10884542018175125, 0.10447585582733154, 0.04863330349326134, 0.023976223543286324]"
67,"[0.5342682600021362, 0.14217732846736908, 0.12192901968955994, 0.04448854550719261, 0.04192601516842842, 0.039998721331357956, 0.03246927261352539, 0.0231807678937912, 0.01956205628812313]","[0.5507391691207886, 0.10998712480068207, 0.10254743695259094, 0.0683145746588707, 0.06609515845775604, 0.04955551400780678, 0.03359181433916092, 0.00990984495729208, 0.009259349666535854]","[0.47634902596473694, 0.14455586671829224, 0.09681716561317444, 0.08697110414505005, 0.05111553892493248, 0.0400739349424839, 0.03882569074630737, 0.0330912321805954, 0.03220043331384659]","[0.4547419548034668, 0.14499883353710175, 0.13856247067451477, 0.07475005835294724, 0.06590192764997482, 0.054851431399583817, 0.0401269905269146, 0.01740584336221218, 0.008660443127155304]","[0.5430237650871277, 0.10323119163513184, 0.09214097261428833, 0.06876856833696365, 0.05920875817537308, 0.05199837312102318, 0.050775475800037384, 0.021555554121732712, 0.009297383949160576]","[0.6936187148094177, 0.06973645091056824, 0.055731356143951416, 0.05196130648255348, 0.04886142909526825, 0.03239763528108597, 0.029500799253582954, 0.01120213232934475, 0.006990161258727312]","[0.5161402821540833, 0.10165682435035706, 0.10037863999605179, 0.06527552753686905, 0.06509983539581299, 0.058471884578466415, 0.05239076912403107, 0.02951340191066265, 0.011072847060859203]","[0.5848700404167175, 0.10249123722314835, 0.08163921535015106, 0.07458359003067017, 0.04819121211767197, 0.04751874506473541, 0.036765020340681076, 0.015499752946197987, 0.008441177196800709]","[0.7064675688743591, 0.09754473716020584, 0.0718979611992836, 0.04186534136533737, 0.024001173675060272, 0.023241272196173668, 0.02172013558447361, 0.009503993205726147, 0.003757846774533391]","[0.5169014930725098, 0.1043529063463211, 0.10030382126569748, 0.09785917401313782, 0.06406967341899872, 0.0437939278781414, 0.030567169189453125, 0.027323413640260696, 0.014828475192189217]","[0.534712016582489, 0.10792680084705353, 0.10073930025100708, 0.06748305261135101, 0.05618462711572647, 0.0512772798538208, 0.050357475876808167, 0.021139074116945267, 0.010180393233895302]"
68,"[0.3505532741546631, 0.2534375488758087, 0.16688965260982513, 0.09942823648452759, 0.09145329892635345, 0.03823799639940262]","[0.28346508741378784, 0.24377211928367615, 0.2125139683485031, 0.1326286494731903, 0.09592047333717346, 0.03169967234134674]","[0.36594638228416443, 0.2288191318511963, 0.19001440703868866, 0.1290293186903, 0.07354828715324402, 0.012642445042729378]","[0.33236658573150635, 0.18056641519069672, 0.17772020399570465, 0.1500127911567688, 0.1203477531671524, 0.03898622468113899]","[0.5488532185554504, 0.17469079792499542, 0.1288326233625412, 0.09895949810743332, 0.02794247679412365, 0.020721426233649254]","[0.46781954169273376, 0.1967056691646576, 0.16230890154838562, 0.1323367804288864, 0.029347306117415428, 0.011481856927275658]","[0.514528214931488, 0.18600034713745117, 0.14000892639160156, 0.10171955823898315, 0.04517348110675812, 0.012569526210427284]","[0.23842938244342804, 0.22366349399089813, 0.21165554225444794, 0.154717355966568, 0.1394232213497162, 0.032110948115587234]","[0.2566290497779846, 0.22689589858055115, 0.20857706665992737, 0.17304512858390808, 0.1027359887957573, 0.032116878777742386]","[0.45855167508125305, 0.19587628543376923, 0.1667647361755371, 0.11288580298423767, 0.05149490013718605, 0.014426594600081444]","[0.44483521580696106, 0.1773567944765091, 0.1479029357433319, 0.10931116342544556, 0.09917978942394257, 0.021414203569293022]"
69,"[0.46021124720573425, 0.26635032892227173, 0.1999017894268036, 0.028733838349580765, 0.02667185105383396, 0.018130866810679436]","[0.544693112373352, 0.19482886791229248, 0.12269540876150131, 0.05143216997385025, 0.05015156790614128, 0.03619885817170143]","[0.5128519535064697, 0.190444678068161, 0.16801556944847107, 0.04723651334643364, 0.042796943336725235, 0.03865441307425499]","[0.5295758843421936, 0.3052057921886444, 0.0803862139582634, 0.03706982731819153, 0.025236597284674644, 0.022525664418935776]","[0.5396704077720642, 0.18278391659259796, 0.143556609749794, 0.045616909861564636, 0.045197512954473495, 0.04317455738782883]","[0.5116186141967773, 0.2889724671840668, 0.08030714839696884, 0.0535721629858017, 0.03917009383440018, 0.026359500363469124]","[0.5375499725341797, 0.18659813702106476, 0.1506669968366623, 0.044043272733688354, 0.04208839312195778, 0.039053235203027725]","[0.6071295738220215, 0.17330555617809296, 0.11437965929508209, 0.03901240602135658, 0.03418628126382828, 0.0319865383207798]","[0.4794635772705078, 0.28555554151535034, 0.09616699814796448, 0.05070163309574127, 0.04670817777514458, 0.04140408709645271]","[0.551432192325592, 0.18700620532035828, 0.12946686148643494, 0.04672315716743469, 0.042689692229032516, 0.04268183559179306]","[0.5005461573600769, 0.19490161538124084, 0.1594168245792389, 0.05571842938661575, 0.04576987400650978, 0.043647147715091705]"
70,"[0.561171293258667, 0.1826421022415161, 0.10803121328353882, 0.08908611536026001, 0.03394804522395134, 0.025121256709098816]","[0.4264540374279022, 0.16650991141796112, 0.14544126391410828, 0.13278189301490784, 0.07936258614063263, 0.049450263381004333]","[0.42020925879478455, 0.15368235111236572, 0.1358276605606079, 0.11375537514686584, 0.09506339579820633, 0.08146198093891144]","[0.8077564239501953, 0.07327349483966827, 0.04593794420361519, 0.030078237876296043, 0.02770828828215599, 0.01524555403739214]","[0.3328174352645874, 0.1941012442111969, 0.18355977535247803, 0.1545247882604599, 0.08477392047643661, 0.05022285878658295]","[0.3987293243408203, 0.1753341108560562, 0.1571524292230606, 0.15257760882377625, 0.0653897300362587, 0.0508168488740921]","[0.40330156683921814, 0.17032866179943085, 0.1470373570919037, 0.13897804915905, 0.0796101987361908, 0.060744140297174454]","[0.33265525102615356, 0.23251424729824066, 0.18740487098693848, 0.1309986114501953, 0.06867709010839462, 0.04774990677833557]","[0.7012313008308411, 0.07844611257314682, 0.06599975377321243, 0.05796988308429718, 0.054138220846652985, 0.042214713990688324]","[0.4090389013290405, 0.16755111515522003, 0.16012054681777954, 0.12525084614753723, 0.0783831924200058, 0.059655364602804184]","[0.419333279132843, 0.16162097454071045, 0.1615191400051117, 0.1542651206254959, 0.053117115050554276, 0.050144392997026443]"
71,"[0.7167388200759888, 0.10969659686088562, 0.04566305875778198, 0.028330782428383827, 0.025883346796035767, 0.024174343794584274, 0.024075964465737343, 0.015468112193048, 0.009968950413167477]","[0.4179386794567108, 0.21379202604293823, 0.06961752474308014, 0.06690430641174316, 0.0663616880774498, 0.061324212700128555, 0.048138104379177094, 0.03958678990602493, 0.016336655244231224]","[0.4874688684940338, 0.18814292550086975, 0.0692700445652008, 0.06227901205420494, 0.0585443377494812, 0.04641098156571388, 0.04151253029704094, 0.02634231559932232, 0.020029036328196526]","[0.5172925591468811, 0.13256075978279114, 0.08119335770606995, 0.0605163648724556, 0.0497867651283741, 0.048430826514959335, 0.04168616607785225, 0.03720161318778992, 0.03133159130811691]","[0.43036168813705444, 0.11541897058486938, 0.09821654111146927, 0.08424903452396393, 0.07397458702325821, 0.07220971584320068, 0.04933558404445648, 0.04082772135734558, 0.03540613874793053]","[0.41224002838134766, 0.19870983064174652, 0.08364276587963104, 0.0695914551615715, 0.06937351077795029, 0.06315222382545471, 0.047786325216293335, 0.04170311614871025, 0.013800786808133125]","[0.5450944304466248, 0.11770430952310562, 0.06842687726020813, 0.06656905263662338, 0.06506134569644928, 0.04633183032274246, 0.042900070548057556, 0.03604172170162201, 0.011870323680341244]","[0.4692128896713257, 0.13110028207302094, 0.08333297073841095, 0.0676494762301445, 0.06515534967184067, 0.06388616561889648, 0.06201503798365593, 0.043442901223897934, 0.014204937033355236]","[0.6646183133125305, 0.12659338116645813, 0.05675266683101654, 0.035157132893800735, 0.032631274312734604, 0.031263913959264755, 0.02214650809764862, 0.0154332360252738, 0.01540366467088461]","[0.637886643409729, 0.11146620661020279, 0.053409643471241, 0.0514371320605278, 0.03530414402484894, 0.03117728792130947, 0.029198216274380684, 0.02519279159605503, 0.02492791786789894]","[0.38975927233695984, 0.14543503522872925, 0.09339888393878937, 0.09114555269479752, 0.08003440499305725, 0.0739792212843895, 0.058382123708724976, 0.05242941528558731, 0.015436123125255108]"
72,"[0.2222222089767456, 0.19472628831863403, 0.1814589947462082, 0.17986135184764862, 0.1526501327753067, 0.06908108294010162]","[0.3702305257320404, 0.17375853657722473, 0.16887591779232025, 0.13391928374767303, 0.12075994908809662, 0.03245582431554794]","[0.2881043255329132, 0.20483069121837616, 0.18792952597141266, 0.14569216966629028, 0.13362136483192444, 0.03982189670205116]","[0.3777170181274414, 0.16818830370903015, 0.14126615226268768, 0.1360938400030136, 0.12310494482517242, 0.053629737347364426]","[0.38155418634414673, 0.18725088238716125, 0.12609492242336273, 0.1211184486746788, 0.11330932378768921, 0.07067222893238068]","[0.36466163396835327, 0.1846461296081543, 0.14617761969566345, 0.14167089760303497, 0.1141071617603302, 0.048736538738012314]","[0.39194363355636597, 0.19828008115291595, 0.12707266211509705, 0.12595362961292267, 0.08252004534006119, 0.07422984391450882]","[0.23317596316337585, 0.1980137676000595, 0.19124440848827362, 0.17266027629375458, 0.16731488704681396, 0.03759072721004486]","[0.27430459856987, 0.19287116825580597, 0.16857630014419556, 0.14949224889278412, 0.14276531338691711, 0.07199031859636307]","[0.3115779161453247, 0.2241099625825882, 0.17975741624832153, 0.17177487909793854, 0.05686824023723602, 0.05591161176562309]","[0.27802956104278564, 0.2061719298362732, 0.1665961891412735, 0.15914557874202728, 0.15914100408554077, 0.03091568872332573]"
73,"[0.34040364623069763, 0.2957410216331482, 0.12890984117984772, 0.09147399663925171, 0.07423602789640427, 0.06923552602529526]","[0.6155313849449158, 0.1250607818365097, 0.09594112634658813, 0.09038113802671432, 0.06714212149381638, 0.005943486001342535]","[0.388955682516098, 0.2755111753940582, 0.12061724811792374, 0.09672421962022781, 0.08410544693470001, 0.03408628702163696]","[0.45206418633461, 0.26070886850357056, 0.12911343574523926, 0.06640835851430893, 0.06625198572874069, 0.025453222915530205]","[0.4823145866394043, 0.21449905633926392, 0.10884370654821396, 0.09486502408981323, 0.08551766723394394, 0.013960002921521664]","[0.4143723249435425, 0.1497611701488495, 0.14099088311195374, 0.12874501943588257, 0.08363636583089828, 0.08249430358409882]","[0.42108890414237976, 0.17533369362354279, 0.1122731864452362, 0.10091041773557663, 0.09969103336334229, 0.09070274233818054]","[0.4995653033256531, 0.17773978412151337, 0.12498140335083008, 0.09950114041566849, 0.09104400128126144, 0.007168332580476999]","[0.6142622232437134, 0.13059665262699127, 0.0964450016617775, 0.0857122465968132, 0.06499987840652466, 0.007983940653502941]","[0.5769842267036438, 0.14570190012454987, 0.11505093425512314, 0.09508712589740753, 0.06129802390933037, 0.005877804011106491]","[0.5212258696556091, 0.135511115193367, 0.13269241154193878, 0.12532728910446167, 0.08134618401527405, 0.0038970536552369595]"
74,"[0.42907482385635376, 0.2523081600666046, 0.11982665210962296, 0.1101546511054039, 0.04738686978816986, 0.041248906403779984]","[0.36724555492401123, 0.3028988838195801, 0.14063353836536407, 0.0808163732290268, 0.07960768043994904, 0.028797945007681847]","[0.3297182321548462, 0.29141244292259216, 0.11980535835027695, 0.09922982007265091, 0.08383190631866455, 0.07600222527980804]","[0.3553996980190277, 0.2868359684944153, 0.11843883991241455, 0.11724399775266647, 0.0681975781917572, 0.05388393625617027]","[0.33216357231140137, 0.3150624930858612, 0.1597198247909546, 0.12592966854572296, 0.056137342005968094, 0.010987022891640663]","[0.32747602462768555, 0.29397398233413696, 0.10645803064107895, 0.10642210394144058, 0.09275434166193008, 0.07291550934314728]","[0.42788824439048767, 0.2162269949913025, 0.14128920435905457, 0.10570362210273743, 0.09093010425567627, 0.01796177588403225]","[0.37743720412254333, 0.2401471734046936, 0.1443578153848648, 0.13405470550060272, 0.06881670653820038, 0.03518633171916008]","[0.3374777138233185, 0.30836930871009827, 0.12083691358566284, 0.09826801717281342, 0.0705135390162468, 0.06453448534011841]","[0.36438608169555664, 0.33968111872673035, 0.1227768138051033, 0.0927141085267067, 0.0634915754199028, 0.01695038378238678]","[0.33528420329093933, 0.33382198214530945, 0.1375802904367447, 0.08126376569271088, 0.0810060203075409, 0.031043706461787224]"
75,"[0.4650823175907135, 0.24452318251132965, 0.24000415205955505, 0.04581861570477486, 0.0045717195607721806]","[0.5823184251785278, 0.21541447937488556, 0.12729577720165253, 0.06456176191568375, 0.010409538634121418]","[0.39907968044281006, 0.23848050832748413, 0.22020868957042694, 0.11694180220365524, 0.025289280340075493]","[0.5638408064842224, 0.22971753776073456, 0.16343407332897186, 0.030657818540930748, 0.012349769473075867]","[0.48027750849723816, 0.2158571034669876, 0.20167025923728943, 0.07987140119075775, 0.022323787212371826]","[0.5430475473403931, 0.18039482831954956, 0.17656250298023224, 0.08289797604084015, 0.01709716022014618]","[0.39453041553497314, 0.23486925661563873, 0.22636085748672485, 0.11806589365005493, 0.026173599064350128]","[0.40164339542388916, 0.29834485054016113, 0.22677083313465118, 0.06448794901371002, 0.008752967230975628]","[0.5304229259490967, 0.3709798753261566, 0.04283151775598526, 0.030172228813171387, 0.025593534111976624]","[0.4922788441181183, 0.21214567124843597, 0.20151032507419586, 0.08009764552116394, 0.013967539183795452]","[0.34123873710632324, 0.2880130112171173, 0.24381139874458313, 0.10011851042509079, 0.026818320155143738]"
76,"[0.5430031418800354, 0.1275511234998703, 0.08832604438066483, 0.0845838189125061, 0.06194094568490982, 0.049644894897937775, 0.024327728897333145, 0.02062235400080681]","[0.5111361742019653, 0.17676019668579102, 0.08522145450115204, 0.07347950339317322, 0.06819413602352142, 0.05031927675008774, 0.018692927435040474, 0.016196368262171745]","[0.4964617192745209, 0.23451213538646698, 0.07246282696723938, 0.0637606531381607, 0.05817534029483795, 0.045958902686834335, 0.014823771081864834, 0.013844657689332962]","[0.5781307816505432, 0.19939559698104858, 0.05848521739244461, 0.053435806185007095, 0.05110924690961838, 0.035184841603040695, 0.013176686130464077, 0.01108173280954361]","[0.5303574800491333, 0.18063271045684814, 0.07290583103895187, 0.06889373064041138, 0.06333497911691666, 0.052051104605197906, 0.016907384619116783, 0.014916745014488697]","[0.5470885038375854, 0.20188680291175842, 0.06429672986268997, 0.05903357267379761, 0.05690114200115204, 0.04459042474627495, 0.013402487151324749, 0.012800382450222969]","[0.5934965014457703, 0.08692338317632675, 0.07667173445224762, 0.07578866928815842, 0.06968323141336441, 0.05932772159576416, 0.01981775462627411, 0.01829102262854576]","[0.5052420496940613, 0.13228179514408112, 0.08874410390853882, 0.0800977274775505, 0.07057034224271774, 0.06631727516651154, 0.03239291533827782, 0.02435380592942238]","[0.6621001362800598, 0.07822264730930328, 0.06743374466896057, 0.06061236932873726, 0.057641904801130295, 0.046070314943790436, 0.01644062250852585, 0.01147827971726656]","[0.6110836863517761, 0.11380233615636826, 0.06741497665643692, 0.06719987839460373, 0.06628940254449844, 0.04172567278146744, 0.016822654753923416, 0.015661459416151047]","[0.5145909190177917, 0.18046948313713074, 0.08026298135519028, 0.07286204397678375, 0.06389908492565155, 0.05201413482427597, 0.020047154277563095, 0.015854204073548317]"
77,"[0.3251084089279175, 0.21881498396396637, 0.17001718282699585, 0.11817271262407303, 0.10397274792194366, 0.06391393393278122]","[0.2932615876197815, 0.2440308928489685, 0.16747334599494934, 0.14078523218631744, 0.09729807078838348, 0.05715082213282585]","[0.289773553609848, 0.18625052273273468, 0.1801796555519104, 0.15482676029205322, 0.10481839627027512, 0.08415112644433975]","[0.29897889494895935, 0.17441628873348236, 0.17400145530700684, 0.13474878668785095, 0.11732279509305954, 0.10053177922964096]","[0.24930238723754883, 0.20649354159832, 0.19163136184215546, 0.17484714090824127, 0.09652504324913025, 0.08120057731866837]","[0.28356555104255676, 0.259986937046051, 0.20934869349002838, 0.16719186305999756, 0.06171756982803345, 0.0181894414126873]","[0.3039931356906891, 0.20087316632270813, 0.18580777943134308, 0.12911848723888397, 0.09557151794433594, 0.08463598787784576]","[0.26497888565063477, 0.2520301640033722, 0.17862294614315033, 0.15434472262859344, 0.125422865152359, 0.024600332602858543]","[0.22593756020069122, 0.2024163454771042, 0.1693553477525711, 0.1547640562057495, 0.1467519849538803, 0.10077472031116486]","[0.27410852909088135, 0.24745745956897736, 0.21460555493831635, 0.1403794288635254, 0.07736609131097794, 0.0460829921066761]","[0.250272274017334, 0.2096172571182251, 0.20721209049224854, 0.13763026893138885, 0.1113852933049202, 0.08388285338878632]"
78,"[0.31864428520202637, 0.2576881945133209, 0.18801195919513702, 0.11881401389837265, 0.06824658811092377, 0.04859493300318718]","[0.2718639373779297, 0.20139309763908386, 0.16764312982559204, 0.13481414318084717, 0.13380572199821472, 0.09047999233007431]","[0.2513601779937744, 0.18375562131404877, 0.15614959597587585, 0.1452488899230957, 0.14428342878818512, 0.11920225620269775]","[0.2634314000606537, 0.17860513925552368, 0.16642925143241882, 0.14891967177391052, 0.12222470343112946, 0.12038980424404144]","[0.2005915641784668, 0.19452813267707825, 0.16145138442516327, 0.15520690381526947, 0.14694680273532867, 0.14127519726753235]","[0.21018971502780914, 0.19467031955718994, 0.18271790444850922, 0.1405067890882492, 0.1395353227853775, 0.1323799043893814]","[0.20555920898914337, 0.19432206451892853, 0.17946983873844147, 0.16224607825279236, 0.15900284051895142, 0.09939994663000107]","[0.2884249985218048, 0.18586792051792145, 0.1844262331724167, 0.1567004919052124, 0.12218484282493591, 0.06239543855190277]","[0.3255511522293091, 0.19834303855895996, 0.17261750996112823, 0.12459167838096619, 0.11005814373493195, 0.06883848458528519]","[0.2098606526851654, 0.19308136403560638, 0.16847024857997894, 0.15908224880695343, 0.14524567127227783, 0.12425973266363144]","[0.23921845853328705, 0.22332130372524261, 0.16125287115573883, 0.15927666425704956, 0.13351565599441528, 0.08341502398252487]"
79,"[0.34507670998573303, 0.3221457004547119, 0.13537324965000153, 0.09346800297498703, 0.056694019585847855, 0.047242358326911926]","[0.442048043012619, 0.26925697922706604, 0.16985388100147247, 0.06071489676833153, 0.03268277645111084, 0.025443419814109802]","[0.36271968483924866, 0.31409725546836853, 0.17867083847522736, 0.08837199956178665, 0.03258218988776207, 0.023558078333735466]","[0.40776434540748596, 0.27886834740638733, 0.1511729657649994, 0.07812203466892242, 0.052901070564985275, 0.03117123432457447]","[0.36029455065727234, 0.3074095547199249, 0.19110241532325745, 0.07202215492725372, 0.040017686784267426, 0.02915360778570175]","[0.3084068298339844, 0.2927655577659607, 0.18600793182849884, 0.14108748733997345, 0.03848665952682495, 0.033245544880628586]","[0.37436097860336304, 0.33000776171684265, 0.16348896920681, 0.0580669641494751, 0.04164833575487137, 0.03242700546979904]","[0.39629849791526794, 0.24574720859527588, 0.15375857055187225, 0.10589604824781418, 0.05595986545085907, 0.042339857667684555]","[0.4314216375350952, 0.2905840277671814, 0.12109533697366714, 0.09551478177309036, 0.03127587214112282, 0.030108388513326645]","[0.371724933385849, 0.2951543629169464, 0.16875113546848297, 0.09695693105459213, 0.03541374206542969, 0.03199883922934532]","[0.33480700850486755, 0.28220313787460327, 0.1796034872531891, 0.11765839904546738, 0.04997950419783592, 0.035748422145843506]"
